1619146561786,1619146561855,5
1619146563064,1619146563158,6
1619146575093,1619146575178,1
1619146576275,1619146576346,1
1619146577033,1619146577097,1
1619146578310,1619146578399,2
1619146580079,1619146580158,3
1619146582400,1619146582460,2
1619146583277,1619146583338,3
1619146584215,1619146584279,5
1619146584982,1619146585047,4
1619146586009,1619146586065,6
1619146588881,1619146588967,8
1619146589846,1619146589928,9
1619146590681,1619146590737,9
1619146591499,1619146591580,8
1619146592804,1619146592889,4
1619146596932,1619146596993,2
1619146597905,1619146597998,2
1619146598983,1619146599063,5
1619146600096,1619146600180,4
1619146601352,1619146601441,6
1619146604969,1619146605028,2
1619146605964,1619146606063,8
1619146607076,1619146607164,7
1619146608095,1619146608183,7
1619146609929,1619146610001,9
1619146617098,1619146617183,5
1619146618069,1619146618160,5
1619146618694,1619146618794,6
1619146619406,1619146619478,3
1619146624057,1619146624134,1
1619146625606,1619146625676,5
1619146626538,1619146626627,6
1619146627424,1619146627512,4
1619146628275,1619146628347,2
1619146629199,1619146629274,8
1619146634015,1619146634129,7
1619146634649,1619146634720,7
1619146635425,1619146635488,8
1619146636007,1619146636098,4
1619146637254,1619146637334,9
1619146640634,1619146640720,8
1619146641527,1619146641605,5
1619146642359,1619146642463,6
1619146644036,1619146644108,2
1619146645190,1619146645293,1
1619146647750,1619146647820,5
1619146648548,1619146648647,4
1619146649324,1619146649422,6
1619146650042,1619146650139,2
1619146651279,1619146651358,3
1619146656345,1619146656397,9
1619146657654,1619146657725,5
1619146658252,1619146658325,6
1619146658879,1619146658960,3
1619146659812,1619146659885,1
1619146662653,1619146662747,4
1619146663851,1619146663933,5
1619146664469,1619146664550,6
1619146665155,1619146665242,7
1619146665955,1619146666026,8
1619146667116,1619146667195,1
1619146667781,1619146667863,1
1619146668392,1619146668505,2
1619146669520,1619146669607,8
1619146670443,1619146670525,7
1619146672400,1619146672478,9
1619146673298,1619146673386,5
1619146673939,1619146674030,6
1619146674649,1619146674738,9
1619146676167,1619146676223,4
1619146695453,1619146695547,1
1619146696571,1619146696633,2
1619146697294,1619146697375,8
1619146698030,1619146698101,7
1619146698664,1619146698744,4
1619146701869,1619146701956,6
1619146702718,1619146702816,6
1619146703243,1619146703333,9
1619146703894,1619146703968,2
1619146704804,1619146704903,3
1619146709497,1619146709599,5
1619146710480,1619146710560,3
1619146711196,1619146711278,8
1619146712171,1619146712246,4
1619146713023,1619146713106,6
1619146715873,1619146715934,2
1619146716595,1619146716652,5
1619146717222,1619146717336,8
1619146717989,1619146718061,9
1619146719094,1619146719197,7
1619146720319,1619146720381,6
1619146721061,1619146721148,5
1619146721694,1619146721792,6
1619146722619,1619146722677,9
1619146723597,1619146723695,7
1619146726121,1619146726198,2
1619146727110,1619146727192,5
1619146727854,1619146727925,3
1619146728570,1619146728660,6
1619146729621,1619146729711,1
1619146730744,1619146730812,5
1619146731582,1619146731647,6
1619146732477,1619146732565,7
1619146733989,1619146734067,7
1619146734821,1619146734911,8
